11p Partial Monosomy Syndrome	D017624
Syndrome, Compartment	D003161
Syndrome, Congenital Myasthenic	D020294
Syndrome, Congenital Rubella	D012410
Syndrome, Congenital Stiff-Man	D016750
Syndrome, Congenital Stiff-Person	D016750
Syndrome, Coronary-Subclavian Steal	D058686
Syndrome, Costello	D056685
Syndrome, Costen's	D013706
Syndrome, Cracked Tooth	D003387
Syndrome, Craniofacial Pain	D005156
Syndrome, CREST	D017675
Syndrome, Creutzfeldt-Jakob	D007562
Syndrome, Cri-du-Chat	D003410
Syndrome, Crow-Fukase	D016878
Syndrome, Crush	D003444
Syndrome, Crying Cat	D003410
Syndrome, CST	D053358
Syndrome, Cubital Tunnel	D020430
Syndrome, Cushing	D003480
Syndrome, Cushing's	D003480
Syndrome, Deafness-Retinitis Pigmentosa	D052245
Syndrome, Decum-Vitaut	D000274
Syndrome de Gerstmann	D005862
Syndrome, Degos	D054853
Syndrome, Dejerine-Thomas	D009849
Syndrome, De Lange	D003635
Syndrome, De Lange's	D003635
Syndrome, De Morsier	D025962
Syndrome, Denys-Drash	D030321
Syndrome, Destombes-Rosai-Dorfman	D015618
Syndrome, Devic	D009471
Syndrome, Devic's	D009471
Syndrome, DiGeorge	D004062
Syndrome, Donohue	D056731
Syndrome, Down	D004314
Syndrome, Down's	D004314
Syndrome, Drash	D030321
Syndrome, Drug Hypersensitivity	D063926
Syndrome, Dry Eye	D015352
Syndrome, Duane	D004370
Syndrome, Duane Retraction	D004370
Syndrome, Duane's	D004370
Syndrome, Dubin-Johnson	D007566
Syndrome, Dumping	D004377
Syndrome, Dunbar	D000074742
Syndrome, Dupre	D008580
Syndrome, Dupre's	D008580
Syndrome, Dysautonomia-Orthostatic Hypotension	D012791
Syndrome, Dysautonomia Orthostatic Hypotension	D012791
Syndrome, Dysmyelopoietic	D009190
Syndrome, Dysplastic Nevus	D004416
Syndrome, Eagle-Barrett	D011535
Syndrome, Eaton-Lambert	D015624
Syndrome, Eaton-Lambert Myasthenic	D015624
Syndrome, Ectopic ACTH	D000182
Syndrome, Ectopic Hormone	D009384
Syndrome, Eczema-Thrombocytopenia-Immunodeficiency	D014923
Syndrome, Ehlers-Danlos	D004535
Syndrome, Eisenmenger	D004541
Syndrome, Eisenmenger's	D004541
Syndrome, Ellis-Van Creveld	D004613
Syndrome, EMG	D001506
Syndrome, Encephalofacial Hemangiomatosis	D013341
Syndrome, Eosinophilia-Myalgia	D016603
Syndrome, Exfoliation	D017889
Syndrome, Exfoliative	D017889
Syndrome, Facial Pain	D005156
Syndrome, Faciocutaneoskeletal	D056685
Syndrome, Familial Turner	D009634
Syndrome, Fanconi	D005198
Syndrome, FCS	D056685
Syndrome, Felty	D005258
Syndrome, Felty's	D005258
Syndrome, Femoroacetabular Impingement	D057925
Syndrome, Fetal Transfusion	D005330
Syndrome, Fetofetal Transfusion	D005330
Syndrome, Fibromyalgia-Fibromyositis	D005356
Syndrome, Fibromyositis-Fibromyalgia	D005356
Syndrome, Fisher	D019846
Syndrome, Forestier-Certonciny	D011111
Syndrome, Fox-Fordyce	D005588
Syndrome, Fragile X	D005600
Syndrome, Franceschetti-Zwahlen-Klein	D008342
Syndrome, Francois Dyscephalic	D006210
Syndrome, Fraser	D058497
Syndrome, Frasier	D052159
Syndrome, Fukuhara	D017243
Syndrome, Gardner	D005736
Syndrome, Gardner's	D005736
Syndrome, Gaucher	D005776
Syndrome, Gelineau	D009290
Syndrome, Gelineau's	D009290
Syndrome, Gerstmann	D005862
Syndrome, Gerstmann-Badal	D005862
Syndrome, Giant Platelet	D001606
Syndrome, Giedion-Langer	D015826
Syndrome, Gilbert	D005878
Syndrome, Gilbert's	D005878
Syndrome, Gitelman	D053579
Syndrome, Gitelman's	D053579
Syndrome, Glucagonoma	D005935
Syndrome, Goltz	D005489
Syndrome, Goltz-Gorlin	D005489
Syndrome, Goltz Gorlin	D005489
Syndrome, Goltz's	D005489
Syndrome, Goodpasture	D019867
Syndrome, Goodpasture's	D019867
Syndrome, Gorlin	D001478
Syndrome, Gorlin-Goltz	D001478
Syndrome, Graefe-Usher	D052245
Syndrome, Gray Platelet	D055652
Syndrome, Grey Platelet	D055652
Syndrome, Guerin-Stern	D001176
Syndrome, Guillain-Barré	D020275
Syndrome, Guillain-Barre	D020275
Syndrome, Guillaine-Barre	D020275
Syndrome, Gulf War	D018923
Syndrome, Guérin-Stern	D001176
Syndrome, Hakim	D006850
Syndrome, Hakim's	D006850
Syndrome, Hallermann's	D006210
Syndrome, Hallermann-Streiff	D006210
Syndrome, Hallgren	D052245
Syndrome, Hall-Hittner	D058747
Syndrome, Hall-Pallister	D054975
Syndrome, Hand-Arm Vibration	D053421
Syndrome, Hand-Foot	D060831
Syndrome, Hand-Schüller-Christian	D006646
Syndrome, Hand-Schueller-Christian	D006646
Syndrome, Happy Puppet	D017204
Syndrome, HARD	D058494
Syndrome, Hashimoto's	D050031
Syndrome, HBOC	D061325
Syndrome, Headache	D020773
Syndrome, Heat Stress	D018882
Syndrome, Heerfordt	D014608
Syndrome, HELLP	D017359
Syndrome, Hemangioma Thrombocytopenia	D059885
Syndrome, Hemicord	D018437
Syndrome, Hemiparaplegic	D018437
Syndrome, Hemispinal Cord	D018437
Syndrome, Hemolytic-Uremic	D006463
Syndrome, Henderson-Jones	D015838
Syndrome, Henneberg	D002385
Syndrome, Hepatofacioneurocardiovertebral	D016738
Syndrome, Hepatolenticular Degeneration	D006527
Syndrome, Hepatopulmonary	D020065
Syndrome, Hepato-Pulmonary	D020065
Syndrome, Hepatorenal	D006530
Syndrome, Hereditary Cancer	D009386
Syndrome, Hereditary Neoplastic	D009386
Syndrome, Heterotaxy	D059446
Syndrome, HIE	D007589
Syndrome, HIGM1	D053307
Syndrome, Holmes-Adie	D000270
Syndrome, Horner	D006732
Syndrome, Horner's	D006732
Syndrome, Horton	D003027
Syndrome, Horton's	D003027
Syndrome, Hughes	D016736
Syndrome, Hunter	D016532
Syndrome, Hunter's	D016532
Syndrome, Hurst	D004684
Syndrome, Hyaline Fibromatosis	D057770
Syndrome, Hypereosinophilic	D017681
Syndrome, Hyper-IgE	D007589
Syndrome, Hyper-IgM Immunodeficiency	D053306
Syndrome, Hyperimmunoglobulinemia E	D007589
Syndrome, Hypothalamic Hamartoblastoma	D054975
Syndrome, Ileocecal	D044504
Syndrome, Iliocaval Compression	D062108
Syndrome, Iliotibial Band	D058745
Syndrome, Immunological Deficiency	D007153
Syndrome, Immunologic Deficiency	D007153
Syndrome, Inappropriate ADH	D007177
Syndrome, Irritable Bowel	D043183
Syndrome, Jakob-Creutzfeldt	D007562
Syndrome, Jervell-Lange Nielsen	D029593
Syndrome, Job	D007589
Syndrome, Job-Buckley	D007589
Syndrome, Job's	D007589
Syndrome, Juvenile Hyperuricemia	D007926
Syndrome, Kallmann	D017436
Syndrome, Kallmann's	D017436
Syndrome, Kartagener	D007619
Syndrome, Kartagener's	D007619
Syndrome, Kasabach-Merritt	D059885
Syndrome, Kearns	D007625
Syndrome, Kearns'	D007625
Syndrome, Kearns-Sayre	D007625
Syndrome, Kearns Sayre	D007625
Syndrome, Kearns-Sayre-Shy-Daroff	D007625
Syndrome, Kelly's	D011004
Syndrome, Kleine-Levin	D017593
Syndrome, Kleine-Levin-Critchley	D017593
Syndrome, Kleine-Levin Hibernation	D017593
Syndrome, Klinefelter	D007713
Syndrome, Klinefelter's	D007713
Syndrome, Klippel-Feil	D007714
Syndrome, Klippel Trenaunay	D007715
Syndrome, Klippel-Trenaunay	D007715
Syndrome, Klippel-Trenaunay-Weber	D007715
Syndrome, Klippel-Trénaunay-Weber	D007715
Syndrome, Kluver-Bucy	D020232
Syndrome, KTW	D007715
Syndrome, Kurczynski Casperson	D000168
Syndrome, Labhart-Willi	D011218
Syndrome, Labhart-Willi-Prader-Fanconi	D011218
Syndrome, Lacunar	D059409
Syndrome, LAMB	D056733
Syndrome, Lambert-Eaton	D015624
Syndrome, Lambert-Eaton Myasthenic	D015624
Syndrome, Landau-Kleffner	D018887
Syndrome, Landry-Guillain-Barre	D020275
Syndrome, Langer-Giedion	D015826
Syndrome, Laron	D046150
Syndrome, Laurence-Moon	D007849
Syndrome, Laurence-Moon-Bardet-Biedl	D020788
Syndrome, Laurence-Moon-Biedl	D007849
Syndrome, Lead Neurotoxicity	D020263
Syndrome, Legg-Calve-Perthes	D007873
Syndrome, Legg-Calvé-Perthes	D007873
Syndrome, Lemierre	D057831
Syndrome, Lemierre's	D057831
Syndrome, LEOPARD	D044542
Syndrome, Leriche	D007925
Syndrome, Leriche's	D007925
Syndrome, Leukocyte-Adhesion Deficiency	D018370
Syndrome, Leukostasis	D018921
Syndrome, Liddle	D056929
Syndrome, Loeys-Dietz	D055947
Syndrome, Loose Anagen	D058247
Syndrome, Louis-Bar	D001260
Syndrome, Lown-Ganong-Levine	D008151
Syndrome, Lundborg-Unverricht	D020194
Syndrome, Lutembacher	D008185
Syndrome, Lutembacher's	D008185
Syndrome, Lymphadenopathy	D000386
Syndrome, Macrophage Activation	D055501
Syndrome, Malabsorption	D008286
Syndrome, Malignant Carcinoid	D008303
Syndrome, Mallory-Weiss	D008309
Syndrome, Manganese Neurotoxicity	D020149
Syndrome, Marfan	D008382
Syndrome, Marfan's	D008382
Syndrome, Marie-Sainton	D002973
Syndrome, Marker X	D005600
Syndrome, Maroteaux-Lamy	D009087
Syndrome, Martin-Bell	D005600
Syndrome, May-Thurner	D062108
Syndrome, Mcardle	D006012
Syndrome, Meconium Aspiration	D008471
Syndrome, MELAS	D017241
Syndrome, Melkerson Rosenthal	D008556
Syndrome, Melnick-Fraser	D019280
Syndrome, Meniere's	D008575
Syndrome, Menkea	D007706
Syndrome, Mercury Neurotoxicity	D020262
Syndrome, MERRF	D017243
Syndrome, Mesulam	D018888
Syndrome, Mesulam's	D018888
Syndrome, Metabolic	D024821
Syndrome, Metabolic Cardiovascular	D024821
Syndrome, Metabolic X	D024821
Syndrome, Miller Fisher	D019846
Syndrome, Miller-Fisher	D019846
Syndrome, Mirizzi	D057792
Syndrome, Mirizzi's	D057792
Syndrome, Mitral Click-Murmur	D008945
Syndrome, Moersch-Woltmann	D016750
Syndrome, Morgagni-Stewart-Morel	D006957
Syndrome, Morgellons	D055535
Syndrome, Morquio	D009085
Syndrome, Morquio's	D009085
Syndrome, Muir-Torre	D055653
Syndrome, Mulibrey Nanism	D050336
Syndrome, Multiple Lentigines	D044542
Syndrome, Murray	D057770
Syndrome, Myelodysplastic	D009190
Syndrome, Myofascial Pain	D009209
Syndrome, Nail-Patella	D009261
Syndrome, Narcoleptic	D009290
Syndrome, Neonatal Abstinence	D009357
Syndrome, Neonatal Withdrawal	D009357
Syndrome, Nephrotic	D009404
Syndrome, Nerve Compression	D009408
Syndrome, Neurocutaneous	D020752
Syndrome, Neuroectodermal Dysplasia	D020752
Syndrome, Neurofibromatosis	D017253
Syndrome, Neuroleptic Malignant	D009459
Syndrome, Neurotoxicity	D020258
Syndrome, Nicolau	D065148
Syndrome, Nicolau's	D065148
Syndrome, Nicolau's Livedoid	D065148
Syndrome, Nijmegen Breakage	D049932
Syndrome, Nocturnal Myoclonus	D020189
Syndrome, Nodding	D064128
Syndrome, Non-Thyroidal Illness	D005067
Syndrome, Noonan	D009634
Syndrome, Noonan-Ehmke	D009634
Syndrome, Obesity Hypoventilation	D010845
Syndrome, Obrinsky	D011535
Syndrome, Obstructive Sleep Apnea	D020181
Syndrome, Ocular Paraneoplastic	D059545
Syndrome, Ocular Retraction	D004370
Syndrome, Oculocraniosomatic	D007625
Syndrome, Oculosympathetic	D006732
Syndrome of Barre-Lieou	D055010
Syndrome of Barre Lieou	D055010
Syndrome of Continuous Muscle Activity	D020386
Syndrome of Inappropriate ADH (SIADH) Secretion	D007177
Syndrome of Pseudomyxoma Peritonei	D011553
Syndrome, Ophthalmoplegia Plus	D007625
Syndrome, Ophthalmoplegic Migraine	D060486
Syndrome, Orofaciodigital	D009958
Syndrome, Osterreicher	D009261
Syndrome, Otto	D001176
Syndrome, Pagon	D058494
Syndrome, Pallister-Hall	D054975
Syndrome, Pancoast	D010178
Syndrome, Pancoast's	D010178
Syndrome, Paraneoplastic	D010257
Syndrome, Paraneoplastic Endocrine	D009384
Syndrome, Paraneoplastic Neurologic	D020361
Syndrome, Parkes Weber	D013341
Syndrome, Parkes-Weber	D013341
Syndrome, Parry-Romberg	D005150
Syndrome, Parsonage-Aldren-Turner	D020968
Syndrome, Parsonage-Turner	D020968
Syndrome, Patterson-Brown-Kelly	D011004
Syndrome, Patterson-Kelly	D011004
Syndrome, Patterson's	D011004
Syndrome, Pelvic Horn	D009261
Syndrome, Perheentupa	D050336
Syndrome, Periorificial Lentiginosis	D010580
Syndrome, Peritoneal Fibrosing	D056627
Syndrome, Persian Gulf	D018923
Syndrome, Peutz-Jeghers	D010580
Syndrome, Peutz-Jegher's	D010580
Syndrome Phenotype, Antley-Bixler	D054882
Syndrome, Pickwickian	D010845
Syndrome, Pierre Robin	D010855
Syndrome, Pierre-Robin	D010855
syndrome, Piriformis	D055958
Syndrome, Piriformis Muscle	D055958
Syndrome, Plummer-Vinson	D011004
Syndrome, Plummer Vinson	D011004
Syndrome, POEMS	D016878
Syndrome, Poland	D011045
Syndrome, Polycystic Ovary	D011085
Syndrome, Polyps-and-Spots	D010580
Syndrome, Postcholecystectomy	D017562
Syndrome, Post-Cholecystectomy	D017562
Syndrome, Posterior Leukoencephalopathy	D054038
Syndrome, Postgastrectomy	D011178
Syndrome, Post-Lyme Disease	D000077342
Syndrome, Postpericardiotomy	D011185
Syndrome, Postphlebitic	D011186
Syndrome, Postthrombotic	D054070
Syndrome, Postural Tachycardia	D054972
Syndrome, PPA	D057178
Syndrome, Prader-Labhart-Willi	D011218
Syndrome, Prader-Willi	D011218
Syndrome, Premenstrual	D011293
Syndrome, Premenstrual Dysphoric	D065446
Syndrome, Primary Hyperuricemia	D007926
Syndrome, Prodromal	D062706
Syndrome, Progeria-Like	D003057
Syndrome, Prolactin Hypersecretion	D006966
Syndrome, Prune Belly	D011535
Syndrome, Prune-Belly	D011535
Syndrome, Pseudobulbar	D020828
Syndrome, Pseudoexfoliation	D017889
Syndrome, Pseudo-Exfoliation	D017889
Syndrome, Pseudo-Ullrich-Turner	D009634
Syndrome, Puretic	D057770
Syndrome, Ramsay Hunt	D016697
Syndrome, Refeeding	D055677
Syndrome, Refetoff	D018382
Syndrome, Refetoff-DeWind-DeGroot	D018382
Syndrome, Reflex Sympathetic Dystrophy	D012019
Syndrome, Refsum	D012035
Syndrome, Refsum's	D012035
Syndrome, Refsum-Thiebaut	D012035
Syndrome, Reichel's	D015838
Syndrome, Renocardiac	D059347
Syndrome, Reno-Cardiac	D059347
Syndrome, Restless Leg	D012148
Syndrome, Retinitis Pigmentosa-Deafness	D052245
Syndrome, Retraction	D004370
Syndrome, Rett	D015518
Syndrome, Rett's	D015518
Syndrome, Richardson's	D013494
Syndrome, Rocher-Sheldon	D001176
Syndrome, Romano-Ward	D029597
Syndrome, Rosenthal	D005173
Syndrome, Rosenthal's	D005173
Syndrome, Rossi	D001176
Syndrome, Rothmund-Thomson	D011038
Syndrome, RSH	D019082
Syndrome, Rubinstein	D012415
Syndrome, Rubinstein-Taybi	D012415
Syndrome, Russell Silver	D056730
Syndromes	D013577
Syndromes, 1 LEOPARD	D044542
Syndromes, 22q11 Deletion	D058165
Syndromes, 5p Deletion	D003410
Syndromes, 5p Minus	D003410
Syndromes, Acquired Hyperostosis	D020083
Syndromes, Acquired Immuno-Deficiency	D000163
Syndromes, Acquired Immunodeficiency	D000163
Syndromes, Acrocallosal	D055673
Syndromes, Acute Chest	D056586
Syndromes, Acute Coronary	D054058
Syndromes, Adrenogenital	D047808
Syndromes, Afferent Loop	D000343
Syndromes, Alien Hand	D055964
Syndromes, Anarchic Hand	D055964
Syndromes, Anders	D000274
Syndrome, Sanfilippo	D009084
Syndrome, San Filippo's	D009084
Syndrome, Sanfilippo's	D009084
Syndromes, Angioosteohypertrophy	D007715
Syndromes, Angio-Osteohypertrophy	D007715
Syndromes, Anterior Compartment	D000868
Syndromes, Anterior Tibial	D000868
Syndromes, Anticholinergic	D064807
Syndromes, Aortic Arch	D001015
Syndrome, SAPHO	D020083
Syndromes, Arsenical Neurotoxicity	D020261
Syndromes, Aspirin-Induced Asthma	D055963
Syndromes, Atypical Hemolytic-Uremic	D065766
Syndromes, Autoimmune Lymphoproliferative	D056735
Syndromes, Battered Child	D001497
Syndromes, Bernard	D006732
Syndromes, Brachial-Basilar Insufficiency	D013349
Syndromes, Broad Thumb-Hallux	D012415
Syndromes, Broken Heart	D054549
Syndromes, Buckley	D007589
Syndromes, Burger-Grutz	D008072
Syndromes, Burning Mouth	D002054
Syndromes, Campomelic	D055036
Syndromes, Canale-Smith	D056735
Syndromes, Carbohydrate-Deficient Glycoprotein	D018981
Syndromes, Cardio-Cutaneous	D044542
Syndromes, Cardio-Renal	D059347
Syndromes, Cardiorenal	D059347
Syndromes, Carpal Tunnel	D002349
Syndromes, Cat Cry	D003410
Syndromes, Causalgia	D002422
Syndromes, Cerebroside Lipidosis	D005776
Syndromes, Cervical Rib	D002573
Syndrome, Schaumann	D012507
Syndrome, Schaumann's	D012507
Syndromes, Chediak-Steinbrinck-Higashi	D002609
Syndrome, Scheuthauer-Marie-Sainton	D002973
Syndromes, Chorea	D002819
Syndromes, Choreatic	D002819
Syndromes, Choreoathetosis Self-Mutilation	D007926
Syndromes, Chromosome 4p	D054877
Syndromes, Chromosome 5p-	D003410
Syndrome, Schwartz-Bartter	D007177
Syndrome, Scimitar	D012587
Syndromes, Click-Murmur	D008945
Syndromes, Cluster Headache	D003027
Syndromes, Co-Contractive Retraction	D004370
Syndromes, COD-MD	D058494
Syndromes, Compartment	D003161
Syndromes, Congenital Myasthenic	D020294
Syndromes, Congenital Rubella	D012410
Syndromes, Congenital Stiff-Man	D016750
Syndromes, Congenital Stiff-Person	D016750
Syndromes, Coronary-Subclavian Steal	D058686
Syndromes, Cracked Tooth	D003387
Syndromes, Craniofacial Pain	D005156
Syndromes, Cri-du-Chat	D003410
Syndromes, Crush	D003444
Syndromes, Crying Cat	D003410
Syndromes, CST	D053358
Syndromes, Cubital Tunnel	D020430
Syndromes, Deafness-Retinitis Pigmentosa	D052245
Syndromes, Drug Hypersensitivity	D063926
Syndromes, Dry Eye	D015352
Syndromes, Dumping	D004377
Syndromes, Dysautonomia-Orthostatic Hypotension	D012791
Syndromes, Dysmyelopoietic	D009190
Syndrome, Sea-Blue Histiocyte	D012618
Syndromes, Ectopic ACTH	D000182
Syndromes, Ectopic Hormone	D009384
Syndromes, Eczema-Thrombocytopenia-Immunodeficiency	D014923
Syndromes, EMG	D001506
Syndromes, Eosinophilia-Myalgia	D016603
Syndrome, Sepsis	D018746
Syndrome, Serotonin	D020230
Syndromes, Exfoliation	D017889
Syndromes, Exfoliative	D017889
Syndrome, Sezary	D012751
Syndromes, Facial Pain	D005156
Syndromes, Faciocutaneoskeletal	D056685
Syndromes, FCS	D056685
Syndromes, Femoroacetabular Impingement	D057925
Syndromes, Fetal Transfusion	D005330
Syndromes, Fetofetal Transfusion	D005330
Syndromes, Fibromyalgia-Fibromyositis	D005356
Syndromes, Fibromyositis-Fibromyalgia	D005356
Syndromes, Fragile X	D005600
Syndromes, Franceschetti-Zwahlen-Klein	D008342
Syndromes, Francois Dyscephalic	D006210
Syndromes, Gardner	D005736
Syndromes, Gardner's	D005736
Syndromes, Gelineau's	D009290
Syndromes, Giant Platelet	D001606
Syndromes, Glucagonoma	D005935
Syndromes, Gray Platelet	D055652
Syndromes, Guillain-Barré	D020275
Syndromes, Hakim	D006850
Syndromes, Hakim's	D006850
Syndromes, Hand-Arm Vibration	D053421
Syndromes, Hand-Foot	D060831
Syndromes, HARD	D058494
Syndrome, Sharp	D008947
Syndromes, Hashimoto's	D050031
Syndromes, HBOC	D061325
Syndromes, Heat Stress	D018882
Syndromes, Hemangioma Thrombocytopenia	D059885
Syndromes, Hemicord	D018437
Syndromes, Hemiparaplegic	D018437
Syndromes, Hemispinal Cord	D018437
Syndromes, Hepatolenticular Degeneration	D006527
Syndromes, Hepatopulmonary	D020065
Syndromes, Hepato-Pulmonary	D020065
Syndromes, Hereditary Cancer	D009386
Syndromes, Hereditary Neoplastic	D009386
