(embryonic) hindbrain flexure	UBERON:0005820
smooth muscle of digestive system	UBERON:0004226
smooth muscle of epididymis	UBERON:0004835
smooth muscle of epididymus	UBERON:0004835
smooth muscle of esophagus	UBERON:0002112
smooth muscle of eye	UBERON:0003386
smooth muscle of fallopian tube	UBERON:0004245
smooth muscle of gall bladder	UBERON:0004240
smooth muscle of gallbladder	UBERON:0004240
smooth muscle of gastrointestinal system	UBERON:0004226
smooth muscle of gullet	UBERON:0002112
smooth muscle of intestine	UBERON:0004221
smooth muscle of iris	UBERON:0004234
smooth muscle of large intestine	UBERON:0004220
smooth muscle of lower respiratory tract	UBERON:0004233
smooth muscle of lymph vessel	UBERON:0004232
smooth muscle of lymph vessel of respiratory system	UBERON:0004296
smooth muscle of lymphatic vessel	UBERON:0004232
smooth muscle of main bronchus	UBERON:0004241
smooth muscle of neck of bladder	UBERON:0004230
smooth muscle of neck of urinary bladder	UBERON:0004230
smooth muscle of oesophagus	UBERON:0002112
smooth muscle of outflow tract	UBERON:0004246
smooth muscle of primary bronchus	UBERON:0004241
smooth muscle of principal bronchus	UBERON:0004241
smooth muscle of prostate	UBERON:0004243
smooth muscle of prostate gland	UBERON:0004243
smooth muscle of rectum	UBERON:0018112
smooth muscle of respiratory system	UBERON:0004225
smooth muscle of small bowel	UBERON:0004239
smooth muscle of small intestine	UBERON:0004239
smooth muscle of spleen	UBERON:0004238
smooth muscle of stomach	UBERON:0004222
smooth muscle of trachea	UBERON:0003387
smooth muscle of trigone of bladder	UBERON:0004229
smooth muscle of trigone of urinary bladder	UBERON:0004229
smooth muscle of urethra	UBERON:0004219
smooth muscle of urinary bladder	UBERON:0004228
smooth muscle of urinary bladder neck	UBERON:0004230
smooth muscle of urinary bladder trigone	UBERON:0004229
smooth muscle of vagina	UBERON:0004223
smooth muscle of ventriculus	UBERON:0004222
smooth muscle of vesical neck	UBERON:0004230
smooth muscle of vesical trigone	UBERON:0004229
smooth muscle sphincter	UBERON:0007521
smooth muscle tissue	UBERON:0001135
smooth muscle tissue layer of ejaculatory duct	UBERON:0015717
smooth muscle tissue of Lieutaud's trigone	UBERON:0004229
smooth muscle tissue of anal part of perineum	UBERON:0004231
smooth muscle tissue of anal region	UBERON:0004231
smooth muscle tissue of anal triangle	UBERON:0004231
smooth muscle tissue of apparatus respiratorius	UBERON:0004225
smooth muscle tissue of bladder	UBERON:0004228
smooth muscle tissue of bladder neck	UBERON:0004230
smooth muscle tissue of blood vessel	UBERON:0004237
smooth muscle tissue of blood vessel of respiratory system	UBERON:0004297
smooth muscle tissue of bowel	UBERON:0004221
smooth muscle tissue of bronchi	UBERON:0004242
smooth muscle tissue of bronchial trunk	UBERON:0004242
smooth muscle tissue of bronchiole	UBERON:0004515
smooth muscle tissue of bronchus	UBERON:0004242
smooth muscle tissue of bronchus principalis	UBERON:0004241
smooth muscle tissue of deep trigone	UBERON:0004229
smooth muscle tissue of digestive system	UBERON:0004226
smooth muscle tissue of epididymis	UBERON:0004835
smooth muscle tissue of epididymus	UBERON:0004835
smooth muscle tissue of esophagus	UBERON:0002112
smooth muscle tissue of fallopian tube	UBERON:0004245
smooth muscle tissue of gall bladder	UBERON:0004240
smooth muscle tissue of gallbladder	UBERON:0004240
smooth muscle tissue of gastrointestinal system	UBERON:0004226
smooth muscle tissue of gullet	UBERON:0002112
smooth muscle tissue of intestine	UBERON:0004221
smooth muscle tissue of iris	UBERON:0004234
smooth muscle tissue of large intestine	UBERON:0004220
smooth muscle tissue of lobular bronchiole	UBERON:0004515
smooth muscle tissue of lower respiratory tract	UBERON:0004233
smooth muscle tissue of lymph vessel	UBERON:0004232
smooth muscle tissue of lymphatic vessel	UBERON:0004232
smooth muscle tissue of main bronchus	UBERON:0004241
smooth muscle tissue of mammary gland	UBERON:0004235
smooth muscle tissue of neck of bladder	UBERON:0004230
smooth muscle tissue of neck of urinary bladder	UBERON:0004230
smooth muscle tissue of oesophagus	UBERON:0002112
smooth muscle tissue of outflow tract	UBERON:0004246
smooth muscle tissue of primary bronchus	UBERON:0004241
smooth muscle tissue of principal bronchus	UBERON:0004241
smooth muscle tissue of prostate	UBERON:0004243
smooth muscle tissue of prostate gland	UBERON:0004243
smooth muscle tissue of renal pelvis	UBERON:0004227
smooth muscle tissue of respiratory bronchiole	UBERON:0004517
smooth muscle tissue of respiratory system	UBERON:0004225
smooth muscle tissue of small bowel	UBERON:0004239
smooth muscle tissue of small intestine	UBERON:0004239
smooth muscle tissue of spleen	UBERON:0004238
smooth muscle tissue of stomach	UBERON:0004222
smooth muscle tissue of terminal bronchiole	UBERON:0004516
smooth muscle tissue of trigone of bladder	UBERON:0004229
smooth muscle tissue of trigone of urinary bladder	UBERON:0004229
smooth muscle tissue of urethra	UBERON:0004219
smooth muscle tissue of urinary bladder	UBERON:0004228
smooth muscle tissue of urinary bladder neck	UBERON:0004230
smooth muscle tissue of urinary bladder trigone	UBERON:0004229
smooth muscle tissue of vagina	UBERON:0004223
smooth muscle tissue of ventriculus	UBERON:0004222
smooth muscle tissue of vesical neck	UBERON:0004230
smooth muscle tissue of vesical trigone	UBERON:0004229
sn	UBERON:2000442
sn2	UBERON:2001191
sn3	UBERON:2001192
sn5	UBERON:2001165
sn6	UBERON:2001164
snake rattle	UBERON:0013073
snake venom	UBERON:0013076
snake venom gland	UBERON:0008976
snout	UBERON:0006333
snout protuberances	UBERON:3010080
snout skin	UBERON:1000015
soft palate	UBERON:0001733
soft palate epithelial tissue	UBERON:0003358
soft palate epithelium	UBERON:0003358
soft palate mesenchyme	UBERON:0003417
soft palate mucosa	UBERON:0005024
soft palate mucosa of organ	UBERON:0005024
soft palate mucous membrane	UBERON:0005024
soft palate organ mucosa	UBERON:0005024
soft ray	UBERON:2005228
sole	UBERON:0008338
sole of foot	UBERON:0008338
soleal vein	UBERON:0013142
soleus	UBERON:0001389
soleus muscle	UBERON:0001389
soleus vein	UBERON:0013142
solid compound organ	UBERON:0000491
solid joint	UBERON:0011134
solid lens vesicle	UBERON:0005426
solitary nuclei	UBERON:0002126
solitary nucleus	UBERON:0009050
solitary nucleus, left, meidal subnucleus	UBERON:0023390
solitary nucleus, medial subnucleus	UBERON:0023390
solitary tract	UBERON:0002718
solitary tract nuclear complex	UBERON:0002126
solitary tract nucleus	UBERON:0009050
solum nasi	UBERON:3000569
somatic coelom	UBERON:0003887
somatic layer of lateral plate mesoderm	UBERON:0004871
somatic motor system	UBERON:0003945
somatic muscle	UBERON:0014895
somatic musculature	UBERON:0007095
somatic nerve plexus	UBERON:0001813
somatic nervous system	UBERON:0000012
somatic nervous system, somatic division	UBERON:0000012
somatic peripheral nervous system	UBERON:0000012
somatic sensory cortex	UBERON:0008930
somatic sensory system	UBERON:0003942
somatopleure	UBERON:0004874
somatosensory area 1	UBERON:0008933
somatosensory area 2	UBERON:0008934
somatosensory cortex	UBERON:0008930
somatosensory system	UBERON:0003942
somite	UBERON:0002329
somite 1	UBERON:2000072
somite 10	UBERON:2000974
somite 11	UBERON:2000725
somite 12	UBERON:2000851
somite 13	UBERON:2000975
somite 14	UBERON:2000726
somite 15	UBERON:2000852
somite 16	UBERON:2000976
somite 17	UBERON:2000727
somite 18	UBERON:2000853
somite 19	UBERON:2000977
somite 2	UBERON:2000728
somite 20	UBERON:2000156
somite 21	UBERON:2000854
somite 22	UBERON:2000978
somite 23	UBERON:2000730
somite 24	UBERON:2000855
somite 25	UBERON:2000980
somite 26	UBERON:2000074
somite 27	UBERON:2000731
somite 28	UBERON:2000856
somite 29	UBERON:2000981
somite 3	UBERON:2000732
somite 30	UBERON:2000157
somite 4	UBERON:2000857
somite 5	UBERON:2000073
somite 6	UBERON:2000982
somite 7	UBERON:2000733
somite 8	UBERON:2000858
somite 9	UBERON:2000983
somite border	UBERON:0015178
somite border cell	UBERON:2001462
somite boundary epithelium	UBERON:0015179
somitic mesoderm	UBERON:0003077
somitomeric trunk muscle	UBERON:0004138
sommer's sector	UBERON:0023932
space between upper and lower jaws	UBERON:0035942
space in vertebral column	UBERON:0010276
space of Disse	UBERON:0006729
space of Mall	UBERON:0035386
space of abdominal compartment	UBERON:0003684
space of body compartment	UBERON:0002323
space of pelvic compartment	UBERON:0008203
space of thoracic compartment	UBERON:0002224
space surrounding organism	UBERON:0013514
spatium epidurale	UBERON:0003691
spatium extradurale	UBERON:0003691
spatium extraperitoneale	UBERON:0014456
spatium intertarsale	UBERON:3000915
spatium parapharyngeum	UBERON:0035618
spatium perisinusoideum	UBERON:0006729
spatium retroperitoneale	UBERON:0003693
spatium retropharyngeum	UBERON:0035619
spatium sacculare	UBERON:3000570
special sense organ system	UBERON:0035514
specialized centra/vertebrae	UBERON:2000734
specialized conducting tissue of heart	UBERON:0010131
specialized connective tissue	UBERON:0006809
specialized connective tissue	UBERON:3000571
specialized haemal arch and spine	UBERON:2000859
specialized hemal arch and spine	UBERON:2000859
specialized hemal arches and spines	UBERON:2000859
specialized muscle tissue of heart	UBERON:0010131
sperm duct	UBERON:0006947
sperm duct epithelial tissue	UBERON:0004806
sperm duct epithelium	UBERON:0004806
sperm duct mucosa	UBERON:0004986
sperm duct mucosa of organ	UBERON:0004986
sperm duct mucous membrane	UBERON:0004986
sperm duct organ mucosa	UBERON:0004986
sperm ducts	UBERON:0006947
sperm plug	UBERON:0010148
spermaceti	UBERON:0009755
spermaceti organ	UBERON:0009756
spermathecum	UBERON:0000994
spermatic artery	UBERON:0009659
spermatic cord	UBERON:0005352
spermatic fascia	UBERON:0034688
spermatic vein	UBERON:0001144
sphenethmoid	UBERON:3000572
spheno-maxillary fossa	UBERON:0013454
spheno-occipital synchondrosis	UBERON:0011161
spheno-parietal suture	UBERON:0010157
spheno-petrosal fissure	UBERON:0013455
sphenofrontal suture	UBERON:0010156
sphenofrontal suture of skull	UBERON:0010156
sphenoid	UBERON:0001677
sphenoid body	UBERON:0009639
sphenoid bone	UBERON:0001677
sphenoid bone cartilage condensation	UBERON:0009193
sphenoid bone pre-cartilage condensation	UBERON:0009191
sphenoid bone pterygoid process	UBERON:0004649
sphenoid cartilage element	UBERON:0009193
sphenoid element	UBERON:0015060
sphenoid endochondral element	UBERON:0015060
sphenoid greater wing cartilage condensation	UBERON:0010733
sphenoid greater wing pre-cartilage condensation	UBERON:0010732
sphenoid lesser wing pre-cartilage condensation	UBERON:0010728
sphenoid region	UBERON:0003111
sphenoid sinus	UBERON:0001724
sphenoid sinus mucosa	UBERON:0005021
sphenoid sinus mucosa of organ	UBERON:0005021
sphenoid sinus mucous membrane	UBERON:0005021
sphenoid sinus organ mucosa	UBERON:0005021
sphenoidal bone	UBERON:0001677
sphenoidal fontanelle	UBERON:0006684
sphenoidal sinus	UBERON:0001724
sphenoidal sinus mucosa	UBERON:0005021
sphenoidal sinus mucosa of organ	UBERON:0005021
sphenoidal sinus mucous membrane	UBERON:0005021
sphenoidal sinus organ mucosa	UBERON:0005021
sphenomaxillary suture	UBERON:0035882
sphenomaxillary suture of skull	UBERON:0035882
sphenopalatine ganglion	UBERON:0003962
sphenopalatine parasympathetic ganglion	UBERON:0003962
sphenoparietal sinus	UBERON:0035338
sphenoparietal suture	UBERON:0010157
sphenoparietal suture of skull	UBERON:0010157
sphenopetrosal fissure	UBERON:0013455
sphenotic	UBERON:2000587
sphenotic process	UBERON:2001615
sphenotic spine	UBERON:2001615
sphenotics	UBERON:2000587
sphenozygomatic suture	UBERON:0010158
sphenozygomatica suture of skull	UBERON:0010158
spherical lensed eye	UBERON:0000049
sphincter	UBERON:0004590
sphincter analia	UBERON:0004916
sphincter cloacae	UBERON:0013501
sphincter colli	UBERON:0013635
sphincter colli muscle	UBERON:0013635
sphincter colli profundus	UBERON:0011509
sphincter colli profundus muscle	UBERON:0011509
sphincter colli superficialis	UBERON:0011508
sphincter colli superficialis muscle	UBERON:0011508
sphincter muscle	UBERON:0004590
sphincter muscle of pupil	UBERON:0001607
sphincter muscle of urethra	UBERON:0004917
sphincter of Oddi	UBERON:0004915
sphincter of ampulla of vater	UBERON:0004915
sphincter of hepatopancreatic ampulla	UBERON:0004915
sphincter of urethra	UBERON:0004917
sphincter of vagina	UBERON:0012487
sphincter pupillae	UBERON:0001607
sphincter urethrae	UBERON:0004917
sphincter urethrae internus	UBERON:0004918
spicule	UBERON:3010830
spina acromioidea	UBERON:3000831
spina externa	UBERON:0018358
spina ischialis	UBERON:0009000
spina nasalis anterior corporis maxillae	UBERON:0035139
spina occipitalis	UBERON:2002080
spina pelvis anterior	UBERON:3000876
spina pelvis posterior	UBERON:3000875
spinal accessory nerve	UBERON:0002019
spinal accessory nerve tree	UBERON:0002019
spinal area X	UBERON:0004677
spinal arteries	UBERON:0002458
spinal artery	UBERON:0002458
spinal column nerve	UBERON:0001780
spinal cord	UBERON:0002240
spinal cord alar column	UBERON:0004063
spinal cord alar lamina	UBERON:0004063
spinal cord alar plate	UBERON:0004063
spinal cord anterior column	UBERON:0005375
spinal cord anterior commissure	UBERON:0004170
spinal cord anterior gray commissure	UBERON:0014630
spinal cord anterior horn	UBERON:0002257
spinal cord arachnoid	UBERON:0003560
spinal cord arachnoid mater	UBERON:0003560
spinal cord arachnoid mater of neuraxis	UBERON:0003560
spinal cord basal plate	UBERON:0004064
spinal cord central canal	UBERON:0002291
spinal cord column	UBERON:0016550
spinal cord commissure	UBERON:0008882
spinal cord dorsal column	UBERON:0005373
spinal cord dorsal horn	UBERON:0002256
spinal cord dorsal nucleus	UBERON:0002246
spinal cord dorsal white commissure	UBERON:0007840
spinal cord dura mater	UBERON:0002093
spinal cord dura mater of neuraxis	UBERON:0002093
spinal cord ependyma	UBERON:0005359
spinal cord ependymal layer	UBERON:0005359
spinal cord fasciculus	UBERON:0005837
spinal cord funiculus	UBERON:0006127
spinal cord gray commissure	UBERON:0004677
spinal cord gray matter	UBERON:0002315
spinal cord grey commissure	UBERON:0004677
spinal cord grey matter	UBERON:0002315
spinal cord grey substance	UBERON:0002315
spinal cord intermediate horn	UBERON:0004676
spinal cord intermediolateral nucleus	UBERON:0002175
spinal cord lateral column	UBERON:0005374
spinal cord lateral horn	UBERON:0004676
spinal cord lateral motor column	UBERON:0010405
spinal cord lateral wall	UBERON:0009582
spinal cord lateral wall mantle layer	UBERON:0009583
spinal cord lateral wall sulcus limitans	UBERON:0009570
spinal cord lateral wall ventricular layer	UBERON:0034710
spinal cord lumbar segment	UBERON:0002792
spinal cord lumen	UBERON:0009572
spinal cord mantle layer	UBERON:0009583
spinal cord medial motor column	UBERON:0004059
spinal cord meninges	UBERON:0003292
spinal cord meninx	UBERON:0003292
spinal cord metameric segment	UBERON:0014777
spinal cord motor column	UBERON:0003990
spinal cord neural crest	UBERON:0003853
spinal cord neural keel	UBERON:2007028
spinal cord neural plate	UBERON:0003854
spinal cord neural rod	UBERON:2007035
spinal cord neural tube	UBERON:2007042
spinal cord nucleus	UBERON:0011777
spinal cord pia mater	UBERON:0003555
spinal cord pia mater of neuraxis	UBERON:0003555
spinal cord posterior column	UBERON:0005373
spinal cord posterior gray commissure	UBERON:0014631
spinal cord posterior horn	UBERON:0002256
spinal cord reticular nucleus	UBERON:0006319
spinal cord segment	UBERON:0005844
spinal cord segment of fasciculus gracilis	UBERON:0005826
spinal cord segment of gracile fasciculus	UBERON:0005826
spinal cord sulcus limitans	UBERON:0009570
spinal cord tract	UBERON:0007699
spinal cord ventral column	UBERON:0005375
spinal cord ventral commissure	UBERON:0004170
spinal cord ventral horn	UBERON:0002257
spinal cord ventricular layer	UBERON:0034710
spinal cord white commissure	UBERON:0007838
spinal cord white matter	UBERON:0002318
spinal cord white matter of neuraxis	UBERON:0002318
spinal cord white substance	UBERON:0002318
spinal disc	UBERON:0001066
spinal disc of post-vent region	UBERON:0003449
spinal disc of tail	UBERON:0003449
spinal dura mater	UBERON:0002093
spinal facet joint	UBERON:0001067
spinal ganglion	UBERON:0000044
spinal ganglion part of peripheral nervous system	UBERON:0000044
spinal lamina I	UBERON:0006118
spinal lamina II	UBERON:0002181
